Date,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,Country,City,PostalCode,ShippingCost,OrderStatus,ReturnStatus,Rating,Feedback,ShippingDate,DeliveryDate,CustomerFullName,CustomerPhone,CustomerEmail,CustomerAddress,ProductDescription,SupplierName,SupplierContact,PurchasePrice,Profit,Discount,Tax,TaxAmount,FinalPrice,PaymentStatus,ShipmentTrackingNumber,Carrier,EstimatedDelivery,ActualDelivery,DeliveryStatus,ProductReturnDate,ReturnReason,RefundAmount,CustomerSupportContact,PromotionApplied,CouponCode,MembershipStatus,ReviewComment,ReviewDate,FollowUpAction
2024-03-06,IRRGDMQXBNCEN,Toys & Games,9,250.88,2257.92,Bank Transfer,Germany,New York,92864,34.42,Refunded,Not Returned,4,OCMSAMOPKCHFEZOIWVEUJ,2024-03-10,2024-03-13,SOBFJUMOKINCTZPHK,+11605611719,rpqpk@example.com,TLXHZIDUHXCUJZRFEZXRWEUU,,EMRWQFSVQQ,NZVTHIYNLMFNOBRJYUG,205.26,410.58,0.05,0.07,158.05,2303.074,Failed,463653,DHL,2024-03-12,2024-03-13,Delayed,,,,,,,,,,
2024-03-08,WGRMWVJ,Clothing,3,250.88,752.64,Credit Card,Canada,Berlin,53739,34.42,Pending,Not Returned,5,ZFKDTLTFAYRBEPLLKTSUGZBFDBQHEJPBXSGBMWDPJQUN,2024-03-09,2024-03-11,ELIKPYJYKAA,+11430738115,,PAHBNWUDRKTVYUSOCME,,ZOWTDD,YEHTMGYRILXZQJG,205.26,136.86,0.05,0.07,52.68,767.688,Pending,667179,DHL,2024-03-11,2024-03-11,On Time,,,,,,,,,,
2024-03-12,MPIBWEVQWVDQI,Home & Kitchen,1,250.88,250.88,PayPal,USA,New York,48733,34.42,Cancelled,Not Returned,4,MTHQRUJZMBQFLMZDOPUSOZFTFEBTBEC,2024-03-16,2024-03-24,XTOIFSHQLB,+11155790068,rhrzc@example.com,OXAJCETPMQEQMHOZLF,,OBKWCKCKB,EWOPPJNTQFAKAL,205.26,45.62,0.18,0.07,17.56,223.2816,Failed,167537,UPS,2024-03-25,2024-03-24,Early,,,,,,,,,,
2024-03-12,BXRUVKMH,Clothing,3,250.88,752.64,Bank Transfer,Canada,New York,55389,34.42,Pending,Not Returned,4,KERNJXVYCPPKDKHPWHINHXPVB,2024-03-14,2024-03-22,AMKUSBTRUXDGEIMRO,,ebyks@example.com,YMXQRRCEMMFMOSFFJCTTQ,,TTOHBWRVUH,,205.26,136.86,0.01,0.07,52.68,797.7936,Pending,920504,FedEx,2024-03-22,2024-03-22,Early,,,,,,,,,,
2024-03-13,QLDUM,Home & Kitchen,7,250.88,1756.16,Credit Card,Canada,Berlin,39715,34.42,Completed,Not Returned,2,WTSTTSYSRMQAUEYTUMFJWIFAXRYWGZJLUXZOQCYOAKXFPZU,2024-03-17,2024-03-23,ADMNHUETGZX,+17439040290,wbrgp@example.com,ZPQDHIVLLSADBGCHITUUXAVKBIG,,LWFXBLWULM,ONIPBAYIYXT,205.26,319.34,0.18,0.07,122.93,1562.9812,,727937,DHL,2024-03-21,2024-03-22,Early,,,,,,,,,,
2024-03-14,GWXEEQIFYSPUB,Electronics,7,250.88,1756.16,Debit Card,Germany,Berlin,49116,34.42,Completed,Not Returned,2,VUOYRJVLTSERSWLABCZLNGDLXHAEAOM,2024-03-16,2024-03-25,FLYKOQCQUHVLMZLEAQ,+19213606538,,OPLJIPLJTUMZMWSMXWVXRUMIX,,OKIXHTXRKEDUE,BAJWVSRXTVTKIOPMUF,205.26,319.34,0.23,0.07,122.93,1475.1732,Failed,875705,DHL,2024-03-24,2024-03-24,Delayed,,,,,,,,,,
2024-03-14,PEOMMMONHKRXDZ,Clothing,5,250.88,1254.4,Bank Transfer,UK,Berlin,66922,34.42,Cancelled,Returned,5,WMDOLHPLXYFWOGEWOYLKDMRHGVWPCVZPPGWMMUSRGTRXRVDI,2024-03-18,2024-03-23,UHBWENBULYNEUR,+16994101814,tzqeg@example.com,JOHRNPGQNCWJAKI,,GQRWAPILS,OOVRKANYBBTZJPCNWG,205.26,228.1,0.18,0.07,87.81,1116.418,Pending,566873,FedEx,2024-03-22,2024-03-22,On Time,,,,,,,,,,
2024-03-15,AEMAWHCCGDCOHC,Clothing,1,250.88,250.88,Credit Card,USA,New York,66251,34.42,Completed,Not Returned,2,PDHCIHLNXJUQKJMYBAVAPJZJGGAZMECMLREEBFGA,2024-03-19,2024-03-25,RPEBRVZCZIFZZRARZV,+17783968605,idviq@example.com,ESYKFWXLMQAVFQXJGP,,DPCHPBMSXP,SYWSCMSYNHWH,205.26,45.62,0.25,0.07,17.56,205.72,Pending,,UPS,2024-03-24,2024-03-25,On Time,,,,,,,,,,
2024-03-17,RKKQFHAJYSC,Books,8,250.88,2007.04,PayPal,Germany,Toronto,71794,34.42,Completed,Not Returned,4,TBJKUMPTKRKAXRTZEBZYRV,2024-03-20,2024-03-24,WWQLVUXXYBA,+11686719490,jqxlj@example.com,MDOUXPZIDYPJJYISTMNEF,,HWBAQRG,YUEEYUBVWK,205.26,364.96,0.08,0.07,140.49,1986.9668,Pending,963523,FedEx,2024-03-22,2024-03-24,Delayed,,,,,,,,,,
2024-03-18,KOAIKSMZ,Clothing,8,250.88,2007.04,PayPal,Australia,London,27580,34.42,Cancelled,Not Returned,1,VKKMDARLZJVHCGYTKGGZICKQHT,2024-03-20,2024-03-27,VBEQANUFKGTTUVXIWZC,,kmyqz@example.com,FJAPTZGHNHVCDTMFDUVKSSWQ,,WCXXYKPILNYDZ,GKBFIQSLFPWBZXKO,205.26,364.96,0.02,0.07,140.49,2107.3892,Processed,750147,USPS,2024-03-25,2024-03-27,Early,,,,,,,,,,
2024-03-20,ATMAEENW,Toys & Games,2,250.88,501.76,Credit Card,Canada,London,10823,34.42,Pending,Not Returned,5,UTAPWDXIHAHEAYYGOGAIA,2024-03-23,2024-03-31,IFJXHTPGWWXRROV,+10710603998,woekx@example.com,SURJIENJDTWDZXQZLK,,KBXRCYBA,YIIYRZMZWEYQZWZ,205.26,91.24,0.22,0.07,35.12,426.4928,Failed,,UPS,2024-03-30,2024-03-31,On Time,,,,,,,,,,
2024-03-26,DGTSOVDSIUMN,Home & Kitchen,3,250.88,752.64,Bank Transfer,UK,New York,17084,34.42,Refunded,Not Returned,1,LGYIELVBRZIAJNUNGLZVVFMHWUZBJFPJOUTJKUYBVYJULKVO,2024-03-29,2024-04-05,ERHCPQQLWGVVUFB,+19259832464,mfjtc@example.com,NIUETIRYVLZHDMDZANVP,,GTDCFLPHK,KIWTXIIJTFDAFX,205.26,136.86,0.25,0.07,52.68,617.16,Pending,425853,DHL,2024-04-04,2024-04-04,Early,,,,,,,,,,
2024-03-29,NVJPEWFZBMM,Electronics,4,250.88,1003.52,Debit Card,USA,New York,87991,34.42,Cancelled,Returned,4,DEXAAJDMNZSEKZHAEURMEXZGLBMNFPJKAOPJJCKKPFIAF,2024-03-30,2024-04-01,BCEQSJLVRSMYHC,,cabye@example.com,ESRJQYQHVTNIQNDK,,VHADQT,LCMXJIQKFJXRNDM,205.26,182.48,0.15,0.07,70.25,923.242,,814288,DHL,2024-03-31,2024-04-01,On Time,,,,,,,,,,
2024-03-29,RSAHVPB,Toys & Games,1,250.88,250.88,Credit Card,France,Toronto,20607,34.42,Cancelled,Returned,5,YMBSBDDJQXPUHFBWZOYWKUPDKNHFUWSYDDXFK,2024-03-30,2024-04-01,LDNGUMLOBVAFASJW,+14177970620,ngldr@example.com,GNTNQOTNVHBINWMFCDXGFWYU,,VFENSNBIYGRTK,TBCTCFGKGQ,205.26,45.62,0.25,0.07,17.56,205.72,Failed,383987,USPS,2024-03-30,2024-03-31,Delayed,,,,,,,,,,
2024-03-30,FPWKQWSKHVDK,Toys & Games,4,250.88,1003.52,Debit Card,USA,Berlin,92455,34.42,Refunded,Returned,1,BIPFWISEUJGBTDHZCBIK,2024-04-03,2024-04-09,ICSNPGAEZCQ,+14360073899,uyill@example.com,KZGWMEPOHVDMYROBECS,,ZVUJRQQAVDKI,SLAARJXTZCNHPR,205.26,182.48,0.14,0.07,70.25,933.2772,Pending,357397,FedEx,2024-04-08,2024-04-09,Delayed,,,,,,,,,,
2024-03-30,IZBPFUUZSHNX,Toys & Games,5,250.88,1254.4,PayPal,USA,New York,94930,34.42,Pending,Returned,5,IFACGIHUMXRSXIZXTFULDIJ,2024-04-01,2024-04-05,ZNPGIGOTCVPVRGQY,+14512665393,xegqt@example.com,EFSHUHDTUXDFXSFWXEDZZ,,CFFJJQOYDVJHA,DYAUZWNKDUPIVNFBAT,205.26,228.1,0.06,0.07,87.81,1266.946,Processed,,DHL,2024-04-04,2024-04-04,Early,,,,,,,,,,
2024-04-01,XZXSRIBYT,Toys & Games,3,250.88,752.64,Credit Card,Canada,Paris,86355,34.42,Refunded,Not Returned,4,QGZHKMCSNVPOBFUGIIQWCD,2024-04-02,2024-04-08,CVKWNQSVTEC,+17877419115,wsdah@example.com,ZTSNRZFNAFEBZKEPWLLQEXXXAHOX,,VQLLYMYZNHNG,SWGVOECODEDCBERBORR,205.26,136.86,0.14,0.07,52.68,699.9504,Pending,662025,FedEx,2024-04-08,2024-04-08,Delayed,,,,,,,,,,
2024-04-01,JADYLI,Electronics,2,250.88,501.76,PayPal,Canada,Berlin,21969,34.42,Refunded,Not Returned,5,AJCJIQOCUCDDQFKLWGMFW,2024-04-04,2024-04-08,AKJGPBHOPCTBONUID,+19433791466,bzacs@example.com,KKFPRROAJCBKXUWRXAT,,KAHMZ,LWISAVYQATZQYFEEK,205.26,91.24,0.06,0.07,35.12,506.7744,Processed,567697,FedEx,2024-04-07,2024-04-07,On Time,,,,,,,,,,
2024-04-03,IFAJNVYR,Books,6,250.88,1505.28,Debit Card,France,New York,73059,34.42,Pending,Not Returned,4,CUNNWJEZBFWKRZXUKXOCBGEUMHIHJBJKWKENWCTWBRAAQFMUZ,2024-04-05,2024-04-14,HJQFEJZQPYZWQRTZ,+17217808767,wnrwn@example.com,OQCPSUCLTVTAGXWEGWAXI,,QXXLZPJPCASX,CGTNVPXNQOK,205.26,273.72,0.14,0.07,105.37,1399.9108,Failed,993373,FedEx,2024-04-14,2024-04-14,Delayed,,,,,,,,,,
2024-04-06,RTPOPHMWKY,Clothing,8,250.88,2007.04,Debit Card,France,Paris,27333,34.42,Pending,Returned,5,UAXFHMBZHVAMAJEWTMZEJCBBEDBUZIXIIXYDHRIYCFW,2024-04-10,2024-04-13,KBNOAAILQODENFFSWX,+12136166982,qjtxg@example.com,AOZPOQSXYMLRANKZTLBYYEEIPG,,POGBMEJHMSFR,QLXDUJRSGWLKXCB,205.26,364.96,0.04,0.07,140.49,2067.2484,Pending,213018,DHL,2024-04-12,2024-04-12,Early,,,,,,,,,,
2024-04-06,QRVWSYMOWVV,Toys & Games,7,250.88,1756.16,Credit Card,France,Sydney,87236,34.42,Refunded,Returned,5,EQSXCHIVWVHNWJQCCCDQNBLEVYBLIWITWAXGWR,2024-04-10,2024-04-17,IVAYDYPZEP,+18672467554,kuwia@example.com,OBFVJABRQPFONCIHGNESOKWVBE,,IQDVRFKWVJZK,VBODYZCQBZJ,205.26,319.34,0.06,0.07,122.93,1773.7204,Processed,812210,UPS,2024-04-17,2024-04-16,Delayed,,,,,,,,,,
2024-04-09,PEZCW,Clothing,1,250.88,250.88,Credit Card,Germany,Toronto,46668,34.42,Refunded,Returned,2,OIKXAKAERAJMHMTBULMVHOGGQSCGL,2024-04-10,2024-04-13,NINPFQARKKLBPVJ,,rqusj@example.com,CLBBLEPLAVOYAMPSJEO,,UCBRBZLEZDPN,IYTOHQKPVXRXDRTH,205.26,45.62,0.26,0.07,17.56,203.2112,Processed,596010,DHL,2024-04-13,2024-04-12,On Time,,,,,,,,,,
2024-04-10,SEGNCMMJBFHDYL,Clothing,4,250.88,1003.52,Credit Card,Germany,Paris,21945,34.42,Cancelled,Returned,4,BZGPIALBVRNLREGDMPVPSDTTAMTTVIJFV,2024-04-11,2024-04-13,UNGHZJJJNSIQSBOFPQX,+16236628277,aagrk@example.com,RPCGKGNEBMASWQOWF,,UGUKXL,,205.26,182.48,0.03,0.07,70.25,1043.6644,Processed,857325,UPS,2024-04-11,2024-04-13,Delayed,,,,,,,,,,
2024-04-12,GNWSNVMUASAD,Toys & Games,3,250.88,752.64,PayPal,Canada,New York,56526,34.42,Pending,Not Returned,3,WPQXAINODYHYOVYDSCHBVYYHHQ,2024-04-13,2024-04-16,LZLSFBURGEXVHLYWAYO,+12621678081,,DZFDECZIQWEYMRFCTTRQSOLKJHCA,,YZEXPVGHDD,OAAPQNONUBCXLZ,205.26,136.86,0.07,0.07,52.68,752.6352,Failed,662531,UPS,2024-04-15,2024-04-15,On Time,,,,,,,,,,
2024-04-14,CTICFFWYLWAPXE,Books,6,250.88,1505.28,Debit Card,Canada,London,57717,34.42,Completed,Not Returned,5,PPGOQYCAHGRWEOGJPWBROWSTNWBRIAPLLSJ,2024-04-18,2024-04-24,JRRGOEEAFPHDMSJZQT,+12716794287,katps@example.com,YFIQQVKCXTOMMIFRQJ,,BIHRLPAZTD,ZBHLIZNZFQKSUMCCY,205.26,273.72,0.3,0.07,105.37,1159.066,Processed,552559,UPS,2024-04-23,2024-04-23,Early,,,,,,,,,,
2024-04-16,JMOLEERLCZYGQ,Clothing,9,250.88,2257.92,Debit Card,France,New York,69426,34.42,Pending,Returned,1,ECIUWONKMGYBCTHAYUDMXNICNDQOLNSJEXQQCPY,2024-04-19,2024-04-23,ELZAYYUACGU,+12725037545,vknlh@example.com,ANHRIOYYJFHJSKMY,,ECSLZS,NHGDCSBELBROPL,205.26,410.58,0.17,0.07,158.05,2032.1236,Pending,690466,DHL,2024-04-22,2024-04-22,On Time,,,,,,,,,,
2024-04-18,RAYXEBA,Home & Kitchen,9,250.88,2257.92,PayPal,Germany,London,94166,34.42,Refunded,Not Returned,2,QTLXBTPWWUWFBIERVZURJJWJRPWF,2024-04-19,2024-04-21,TUOCHCVWMBWCSOUOTZ,+16020831416,ozwaf@example.com,JOENOIJHLMGZDUQUBAKBKHM,,KUTITWZE,VVHKVVDLUWJIP,205.26,410.58,0.18,0.07,158.05,2009.5444,Failed,716888,USPS,2024-04-21,2024-04-21,Delayed,,,,,,,,,,
2024-04-20,KKRQBGGJVUC,Clothing,7,250.88,1756.16,Credit Card,UK,Toronto,98896,34.42,Refunded,Returned,2,DTPVYZVVKAEQKNIJDBYFZCMLRFJFYEO,2024-04-24,2024-04-27,CYQBPKIKXWYEMSMB,+13481432056,lyirh@example.com,FIRAUMDDOXRNQRKMPOKK,,IYMHVMVRWIIBYG,ZQVRGVIFVTYCO,205.26,319.34,0.25,0.07,122.93,1440.05,Pending,775967,USPS,2024-04-25,2024-04-27,Delayed,,,,,,,,,,
2024-04-21,KLYDYPT,Toys & Games,9,250.88,2257.92,Bank Transfer,Germany,Toronto,88349,34.42,Refunded,Returned,5,LIMPUBQIZWSFZDYORLLTQGTELQBDBNNMQZ,2024-04-23,2024-04-25,BHEKBFVXLFPSXRI,+10505350025,tswev@example.com,WDZYZOJMVPHUKZBKZIUOTMO,,UFMXRCJWC,,205.26,410.58,0.16,0.07,158.05,2054.7028,,,UPS,2024-04-26,2024-04-25,Early,,,,,,,,,,
2024-04-22,DVFUOA,Electronics,8,250.88,2007.04,Credit Card,Canada,Berlin,14601,34.42,Refunded,Returned,3,VRCUPSFWZFRIRFIYRYPXWMKHZXQIFAAMGJRF,2024-04-26,2024-04-28,QTQCOJVSEXXMYDN,+12638638431,tylse@example.com,RWSFRSZLLKLWAGWYPLUKXL,,FWPYQ,WOYEQIZMGPHREMX,205.26,364.96,0.07,0.07,140.49,2007.0372,Processed,511242,DHL,2024-04-28,2024-04-28,Delayed,,,,,,,,,,
2024-04-24,EVQNICZ,Clothing,5,250.88,1254.4,Bank Transfer,Germany,Berlin,22930,34.42,Completed,Returned,2,EUZOLVKHEHEJOFXRWCIJGSXZBZHGEDKZ,2024-04-26,2024-04-30,TGYFKKRGSXCINQ,+18975073025,bdwzu@example.com,CAMBUJLYPTWJWQRHDHXWBVANUD,,JGHCESGRVZRYF,GTMBZSNNIDQZTPXH,205.26,228.1,0.13,0.07,87.81,1179.138,Pending,375908,USPS,2024-05-01,2024-04-30,Early,,,,,,,,,,
2024-04-27,KBXOMSV,Books,9,250.88,2257.92,Bank Transfer,Canada,London,14333,34.42,Pending,Not Returned,4,JADVFRYMMADDRXRROROQEKPTBQARQYRSYEMXWFMRDIWCVXX,2024-04-29,2024-05-05,ZWCFKMZNCIFKHTH,+11744081899,vegli@example.com,RNEACPWDWNPGVKCOZHZTMRBA,,FFVZVYWKQ,OZRJDGXQHAVUJOWFJAF,205.26,410.58,0.23,0.07,158.05,1896.6484,Pending,882004,USPS,2024-05-05,2024-05-05,Early,,,,,,,,,,
2024-04-28,GMDIJI,Home & Kitchen,7,250.88,1756.16,PayPal,France,London,80935,34.42,Completed,Not Returned,5,MXZVKJKCYNNSDZABFMNAYHRNBXL,2024-05-01,2024-05-08,OOHMOPBCPJTAEC,+10972266662,,QISGLKULWOGVMNU,,IVPJOHNPSCMILY,LOVGFIPLIHEZ,205.26,319.34,0.26,0.07,122.93,1422.4884,Failed,,DHL,2024-05-08,2024-05-07,On Time,,,,,,,,,,
2024-04-28,OHSKEBJPWMH,Home & Kitchen,5,250.88,1254.4,Debit Card,France,Toronto,27839,34.42,Completed,Returned,5,XAUOKRQCOMCMZIJABYNEYVJZSHMIRYDHEFTEASDASDNNIS,2024-04-29,2024-05-05,RNNNARCZUVXMTOTR,+17027163587,wcdvg@example.com,WKQOHBOOMEOCUPZJXJPQHRD,,USGGSHFCV,DKJHIMXZSWKX,205.26,228.1,0.08,0.07,87.81,1241.858,Processed,754219,FedEx,2024-05-04,2024-05-05,Delayed,,,,,,,,,,
2024-04-29,KKWZPJXLYFLJR,Electronics,8,250.88,2007.04,Debit Card,France,Paris,61337,34.42,Refunded,Returned,3,PSDIYQOHZMABJUMKNPFBZESGQELSRL,2024-05-01,2024-05-06,SORAREXULSWT,,xiadc@example.com,XVCTBYYWZEKOSQVTRZOG,,FWTTS,AWNSAWLNOGDN,205.26,364.96,0.08,0.07,140.49,1986.9668,Failed,177117,USPS,2024-05-06,2024-05-06,On Time,,,,,,,,,,
2024-04-30,DIGRHK,Electronics,7,250.88,1756.16,Debit Card,UK,London,50204,34.42,Completed,Not Returned,4,ZDOOKBRCRNFBAHJTRTKRPE,2024-05-01,2024-05-07,XSZAXVCYAXYZQIEE,+14046265681,ffxkd@example.com,RKXHXTGHYNBJPWTZ,,MQVRTFKFZ,PZNUKYFOJLI,205.26,319.34,0.1,0.07,122.93,1703.474,Processed,936652,USPS,2024-05-07,2024-05-07,Early,,,,,,,,,,
2024-04-30,IHCQBONRPTV,Clothing,9,250.88,2257.92,Debit Card,UK,London,30195,34.42,Refunded,Not Returned,4,VBKMTXPNGGLLTAWFHMEXJNXIQC,2024-05-04,2024-05-13,QPELNJMOZFEPFY,+11012627219,dmqkc@example.com,FFHVLZQELWCMZICJL,,AVYXHNVTAEE,RKFSBVWTMZ,205.26,410.58,0.18,0.07,158.05,2009.5444,Pending,929496,DHL,2024-05-11,2024-05-13,Early,,,,,,,,,,
2024-04-30,YTFFZKZQ,Toys & Games,1,250.88,250.88,PayPal,Canada,Paris,37848,34.42,Refunded,Returned,3,LKVDHJNALENDQZVZMCKKEFDJJLVWROW,2024-05-01,2024-05-04,KUZIUEKFXQIHGEQW,,clopx@example.com,BTRINLPRXDORGKONLTYB,,QKVGAOSJIMX,,205.26,45.62,0.08,0.07,17.56,248.3696,Failed,858145,DHL,2024-05-03,2024-05-04,Early,,,,,,,,,,
2024-05-02,CMVCPOKROEPP,Books,9,250.88,2257.92,Bank Transfer,USA,Berlin,99229,34.42,Refunded,Returned,1,RCCAQJFYYKNQGVDKSIZUHTDPFFSBKYRIPKNHMJWLUC,2024-05-06,2024-05-15,SLHPNNSCGFEPKWYAJQ,+14156608070,hxynx@example.com,HAZLDSITEZCKBHYOXSABLKWIB,,FHLBPLWRCRKEMJ,ZIQGYBZFJQNCPPEPWE,205.26,410.58,0.27,0.07,158.05,1806.3316,Processed,,DHL,2024-05-13,2024-05-14,On Time,,,,,,,,,,
2024-05-03,IWCTM,Home & Kitchen,7,250.88,1756.16,Debit Card,Australia,Berlin,50854,34.42,Completed,Returned,4,KXRXUYDHKOWXUBWSOZZZZ,2024-05-05,2024-05-10,XWGCYELJCPFPXH,,fetsg@example.com,NYZTNEKHUEKTGSEXOPIW,,VOFPWHTYC,,205.26,319.34,0.29,0.07,122.93,1369.8036,Pending,375772,USPS,2024-05-11,2024-05-10,On Time,,,,,,,,,,
2024-05-03,CGFILOUTCJ,Electronics,1,250.88,250.88,Bank Transfer,UK,London,60998,34.42,Refunded,Returned,1,BCNTZMWZPLAFMVXBRQSWOHWIHHKRQVWF,2024-05-06,2024-05-11,TIMZBIMNXMSPR,+15767240719,yabhd@example.com,WWQISZDEJNEJXCDFOKWTRNAYIFWN,,OCOBLEIVD,,205.26,45.62,0.2,0.07,17.56,218.264,Failed,,DHL,2024-05-10,2024-05-10,Early,,,,,,,,,,
2024-05-03,SSWWM,Books,1,250.88,250.88,PayPal,Canada,Berlin,77390,34.42,Completed,Returned,1,XBAJHPXNXPNZGRTIXDXZPVKIQVKTCUZKHJFQFGMFCY,2024-05-05,2024-05-10,AJYNQRGUQDL,+12910191539,xonfq@example.com,QFPWHMYVRAKGUHLNAGQYB,,ZUGPMBBIODQ,BPVFPYMJTIBUPCVB,205.26,45.62,0.29,0.07,17.56,195.6848,Failed,233636,UPS,2024-05-08,2024-05-10,Delayed,,,,,,,,,,
2024-05-04,SXPYW,Toys & Games,5,250.88,1254.4,Credit Card,Germany,Berlin,41558,34.42,Pending,Not Returned,5,JZDEUSRXGUAZQXTTYREVFJSJFJJULXDM,2024-05-08,2024-05-13,HBZSNWQWQHFJGBO,+13091284392,flqha@example.com,LOYZFTDDLYKJERDUCQYBOQXB,,OABIKSASIBEQZ,YTWEHLDNWOUCXVODOYI,205.26,228.1,0.09,0.07,87.81,1229.314,Failed,226427,UPS,2024-05-12,2024-05-12,Delayed,,,,,,,,,,
2024-05-04,OPKXFKCOAGA,Home & Kitchen,8,250.88,2007.04,PayPal,France,Sydney,12985,34.42,Refunded,Not Returned,5,JPSFZINXJHCQSCNFSRLOYFULSGWTJRBMOXDGCYPZIWWQZ,2024-05-06,2024-05-12,ECIEXTFDDYUQOGS,+19009798287,ejvxd@example.com,LQXQEJKONMGPWQWPASRPB,,NLWZJ,ZMIDYMJHNPZ,205.26,364.96,0.24,0.07,140.49,1665.8404,Pending,675394,DHL,2024-05-11,2024-05-12,Delayed,,,,,,,,,,
2024-05-09,IZWMK,Home & Kitchen,9,250.88,2257.92,Debit Card,France,Berlin,71794,34.42,Cancelled,Returned,2,RXMBAPPKXDKZFZKZAIGUVCIBJQA,2024-05-12,2024-05-20,OVSQFWEMQBRJ,+10583819803,coexp@example.com,BHCTPDVDAAABLOGCGMGQPOCDPQXU,,OAAKKEC,ZGLMOORBNTZG,205.26,410.58,0.2,0.07,158.05,1964.386,Failed,,USPS,2024-05-21,2024-05-20,Early,,,,,,,,,,
2024-05-09,FAGLVTWS,Toys & Games,6,250.88,1505.28,Credit Card,France,Toronto,53585,34.42,Cancelled,Returned,5,RFFIJODHDCDAIKUWSUZTGEBSXCOGEWJIWNVMAPTHQFBMY,2024-05-10,2024-05-15,HHRLUEDXXMYDAKIQT,+14157181054,oxupi@example.com,PVFIDILOFNYOLNBRLQLYKF,,FRGUXDNH,BBECCASTLVFUT,205.26,273.72,0.08,0.07,105.37,1490.2276,Processed,830142,USPS,2024-05-15,2024-05-15,Early,,,,,,,,,,
2024-05-12,DCARU,Home & Kitchen,8,250.88,2007.04,PayPal,Canada,New York,94814,34.42,Cancelled,Returned,4,YIMRRIBDRQLPMKNJWUSXUQINECV,2024-05-16,2024-05-19,QCSWCFZTFYGAHPTXOSJ,+19227303516,prpdq@example.com,DKYEVQLPHKGZCMEICXDYIOVITAEG,,KNUCKDIE,MUJAPNRNYJTVEBQ,205.26,364.96,0.1,0.07,140.49,1946.826,Pending,,USPS,2024-05-20,2024-05-19,Delayed,,,,,,,,,,
2024-05-15,ATNDEWMXOFAW,Toys & Games,6,250.88,1505.28,PayPal,France,London,50264,34.42,Cancelled,Returned,4,RCWBKEYGNSBZIYYJSQYGRFIHVVX,2024-05-16,2024-05-19,CMSCTCPLRVQUVQ,+10981803474,kxorx@example.com,FHLCXSCHONHLHGXFBOZPWGAWNM,,DGBTSGTX,AFZGGYPSIA,205.26,273.72,0.15,0.07,105.37,1384.858,Failed,625802,DHL,2024-05-17,2024-05-18,On Time,,,,,,,,,,
2024-05-20,MFOPXWP,Home & Kitchen,6,250.88,1505.28,Bank Transfer,UK,London,43326,34.42,Cancelled,Not Returned,1,XABVXDTRJAJIWYMORZMEBZGISNQT,2024-05-23,2024-05-25,GNKPVYDSVH,,,PLWVFBGHHSVVEIO,,YISYTYBUP,GRJTBKRKNMA,205.26,273.72,0.24,0.07,105.37,1249.3828,Pending,277067,FedEx,2024-05-24,2024-05-24,Delayed,,,,,,,,,,
2024-05-21,VIIQQQXLMLNJWS,Clothing,4,250.88,1003.52,PayPal,Germany,Toronto,94816,34.42,Completed,Not Returned,4,KVELUIQHXHLSJXBXHNSDIMIZMYPZVAHIXMQVYIG,2024-05-23,2024-05-31,CCQFJWIFXVBCKO,+15506020734,ovbgl@example.com,LCKXIUFTFLPSVZKWAGLSOUU,,SRQKWDXHXR,JOSQJVHWGRDFBMULES,205.26,182.48,0.26,0.07,70.25,812.8548,,410930,UPS,2024-05-31,2024-05-30,On Time,,,,,,,,,,
2024-05-23,DSGZOO,Toys & Games,5,250.88,1254.4,Credit Card,France,New York,69261,34.42,Pending,Returned,5,TWJUZEQBIBJLBOYCBGIKVPGMCKCOHGEFYSCKFXUNQC,2024-05-26,2024-06-03,UKFVBAWDIK,+10090254960,,RNYGTUEJFDFDUTIOQEEA,,HJRRQPFNE,KWHDDKNITZN,205.26,228.1,0.19,0.07,87.81,1103.874,Failed,684147,DHL,2024-06-01,2024-06-03,Delayed,,,,,,,,,,
2024-05-23,FCFPBGKZGDXT,Books,2,250.88,501.76,PayPal,Canada,New York,44022,34.42,Completed,Not Returned,5,XDIMFJTTZUMWNLWMJGELYBHZHSEHJMIGTTSKHVPJFJJYSDSC,2024-05-27,2024-06-05,FPJCXJLAYJYJXZDII,,vrfsq@example.com,TRRBLJQIVWVTJRESOQBLHGWMYJMR,,XXEKO,MNQCOUBUYJVO,205.26,91.24,0.22,0.07,35.12,426.4928,Pending,958985,FedEx,2024-06-06,2024-06-05,Early,,,,,,,,,,
2024-05-24,DLEWZSZESUC,Clothing,3,250.88,752.64,Debit Card,Germany,Toronto,25667,34.42,Refunded,Returned,5,NJFPIULLNZBJDFWMWNDJJEDLZVNGBNJPCHWQ,2024-05-28,2024-05-31,KUFGIKWQKYVRZIQUYPN,+13452323688,ywymz@example.com,ZPNFKRXIFFEJWFMI,,HCDNWWT,ULQPHYEYXOHR,205.26,136.86,0.08,0.07,52.68,745.1088,Pending,904688,FedEx,2024-05-30,2024-05-31,Delayed,,,,,,,,,,
2024-05-25,KGQYIUIJMOVECH,Books,3,250.88,752.64,Bank Transfer,France,Paris,28065,34.42,Pending,Returned,3,USOTZJJWXLIORTACHGOHOVE,2024-05-27,2024-06-03,BKGJLKBYNI,+14583628894,dowba@example.com,PQDWLSFDUOHVRNOOCQIZ,,FXWDLBRNHHLAA,HSQDDZTTINAIWM,205.26,136.86,0.22,0.07,52.68,639.7392,Processed,553003,DHL,2024-06-04,2024-06-02,On Time,,,,,,,,,,
